id,original_language,overview,popularity,release_date,title,vote_average,vote_count
61891,en,"Set against the backdrop of the succession of Queen Elizabeth I, and the Essex Rebellion against her, the story advances the theory that it was in fact Edward De Vere, Earl of Oxford who penned Shakespeare's plays.",14.12,21-10-2011,Anonymous,6.402,723
24070,en,The events of a crisis hotline business on one crazy night during the Christmas holidays.,14.117,21-12-1994,Mixed Nuts,5.4,199
164457,en,"Two brothers live in the economically-depressed Rust Belt, when a cruel twist of fate lands one in prison. His brother is then lured into one of the most violent crime rings in the Northeast.",17.12,09-11-2013,Out of the Furnace,6.6,1961
14536,en,"Lucy Hill is an ambitious up-and-coming executive living in Miami. She loves her shoes, her cars, and climbing the corporate ladder. When she is offered a temporary assignment — in the middle of nowhere — to restructure a manufacturing plant, she jumps at the opportunity, knowing that a big promotion is close at hand. What begins as a straightforward assignment becomes a life-changing experience as Lucy discovers greater meaning in her life and, most unexpectedly, the man of her dreams.",15.369,30-01-2009,New in Town,5.8,486
923787,tl,"A pastor's mistress and a delivery rider get engaged in a steamy affair. When their secrets are revealed, they have to face the consequences.",19.124,07-01-2022,Siklo,5.4,8
245168,en,"Based on true events about the foot soldiers of the early feminist movement, women who were forced underground to pursue a dangerous game of cat and mouse with an increasingly brutal State.",15.621,16-10-2015,Suffragette,7.2,1616
11439,en,A writer stumbles upon a long-hidden secret when he agrees to help former British Prime Minister Adam Lang complete his memoirs on a remote island after the politician's assistant drowns in a mysterious accident.,18.369,12-02-2010,The Ghost Writer,6.826,2233
9701,en,"A fictionalized account of the first major successful sexual harassment case in the United States -- Jenson vs. Eveleth Mines, where a woman who endured a range of abuse while working as a miner filed and won the landmark 1984 lawsuit.",18.618,12-02-2005,North Country,7.22,652
874,en,"A depiction of the conflict between King Henry VIII of England and his Lord Chancellor, Sir Thomas More, who refuses to swear the Oath of Supremacy declaring Henry Supreme Head of the Church in England.",19.368,13-12-1966,A Man for All Seasons,7.3,439
20770,en,"Megan is an all-American girl. A cheerleader. She has a boyfriend. But Megan doesn't like kissing her boyfriend very much. And she's pretty touchy with her cheerleader friends. Her conservative parents worry that she must be a lesbian and send her off to ""sexual redirection"" school, where she must, with other lesbians and gays learn how to be straight.",17.117,07-07-2000,But I'm a Cheerleader,7,688
428099,ja,"Takatoshi Minamiyama majors in art at an university in Kyoto. On the train to the school, he sees Emi Fukuju and falls in love with her at first sight. Gathering up all his courage, he speaks to her. They begin to date and enjoy happy days together, but Emi reveals her secret to him.",12.121,17-12-2016,"My Tomorrow, Your Yesterday",7.503,185
10173,en,"Just retired from the Drug Enforcement Agency, John Hatcher returns to his hometown and quickly discovers that drugs have infiltrated his old neighborhood. Determined to drive the dealers out, Hatcher crosses paths with a ferocious Jamaican drug lord who vows that Hatcher and his family are now marked for death.",19.116,05-10-1990,Marked for Death,6.1,527
10103,ko,"Kyung-jin, a police officer who finds herself chasing down a suspected bag-snatcher on her day off. However, the man she catches turns out to be Myungwoo, a passer-by who was himself trying to apprehend the real criminal.",14.117,03-06-2004,Windstruck,7.162,142
1389630,en,An immortal man searches for true love.,8.7,15-01-2025,My Absurd Journey of True Loves First Kiss and How I Became Mortal,0,0
1188258,zh,"Having lost his job and the company he built, a 36-year-old man at rock bottom goes on a wistful solo trip to Japan in search of the love he left behind.",19.638,14-03-2024,18×2 Beyond Youthful Days,6.844,32
252178,en,A young British soldier must find his way back to safety after his unit accidentally abandons him during a riot in the streets of Belfast.,15.119,10-10-2014,'71,6.8,1126
24833,en,"When Puppy Paws, the fun-loving son of Santa Paws, gets bored, he finds Budderball on Santa's naughty list and figures he's just the dog to show him how to be an ordinary pup. When the magical Christmas Icicle starts to melt however, and the world begins to forget the true meaning of the season, it's up to Puppy Paws and his newfound Buddies to journey back to the North Pole and save Christmas.",12.867,22-10-2009,Santa Buddies,5.902,225
324542,en,"Undercover Las Vegas police officer Vincent Downs, who's got a lot of enemies, is caught in a high stakes web of corrupt cops and the mob-controlled casino underground. When a heist goes wrong, a crew of homicidal gangsters get T, Downs’ teenage son. In one sleepless night, he will have to rescue his son T (whom they got), evade an internal affairs investigation and bring the kidnappers to justice.",16.37,12-01-2017,Sleepless,5.9,1254
8780,en,"A successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate.",14.367,25-04-2008,Baby Mama,5.95,654
586863,fr,"Inspired by the 2005 riots in Paris; assigned to work alongside unethical police veterans Chris and Gwada in the' Anti-Crime Brigade, Brigadier Stéphane Ruiz – a recent transplant to the working-class suburb of Montfermeil, where Victor Hugo wrote his famous novel Les Misérables – struggles to establish a working relationship with influential community leaders while attempting to maintain some semblance of peace between his disreputable team and the citizens of the local housing projects. When what should be a simple arrest goes tragically awry, the three officers must individually reconcile with the aftermath of their actions while angling to keep the neighborhood from retaliating with mob violence.",17.374,14-11-2019,Les Misérables,7.583,1507
931,en,"While grieving a terrible loss, a married couple meet two mysterious sisters, one of whom gives them a message sent from the afterlife.",15.365,18-01-1973,Don't Look Now,6.9,1066
1030955,nl,"Longing for acceptance, a neurodivergent boy taunts the boundaries of his best friend: his brother.",19.448,05-11-2022,"Alleen Ik (Only me, me alone)",6,2
392144,ko,"In my imagination, she came to me.  Jong-moo is happy the calendar model Na-yeong is there smiling for him although they can't be together. One day, the girl of his dreams moves right next door to him and Jong-moo's boring life turns into excitement. Jong-moo learns about how she suffers behind the fanciness and he puts everything he has on the line to comfort her. Na-yeong is caught between his innocence and her work. Meanwhile, Jong-moo's friend Yong-jin dreams of a hot night with his cute girlfriend Ji-hee but every time he tries he stands on the verge of death and in the end Ji-hee confesses something to him...  The two couple put their lives on the line for love.",13.46,07-04-2016,Calendar Girl,5,3
1198899,en,"A covert military task force tracks a mysterious energy disturbance at a secret base in New Mexico that is suspected of experimenting on alien technology. Once there, the team encounters an unknown being of extraordinary strength and speed, and the ability to control an army of mindless warriors. The trio must fight through the unstoppable hordes to prevent humanity's demise.",19.737,17-01-2025,Agent Recon,3,1
429733,en,A virus spreads through an office complex causing white collar workers to act out their worst impulses.,14.871,10-11-2017,Mayhem,6.4,688
8197,en,"A visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends.",14.366,21-11-1997,Midnight in the Garden of Good and Evil,6.341,577
261,en,"An alcoholic ex-football player drinks his days away, having failed to come to terms with his sexuality and his real feelings for his football buddy who died after an ambiguous accident. His wife is crucified by her desperation to make him desire her: but he resists the affections of his wife. His reunion with his father—who is dying of cancer—jogs a host of memories and revelations for both father and son.",16.616,29-08-1958,Cat on a Hot Tin Roof,7.6,756
714521,en,"Neeyln has always been the loyal enforcer for crime boss Harris back in London, taking care of problems and people that disrupt his illicit business. When Harris strikes a deal with an old friend -- American oilman Preston -- they find themselves in the wild hills of West Virginia. Contracts are signed and the whiskey flows in celebration, but overnight Neelyn's girlfriend disappears, last seen with Preston's wayward son Junior. Lines are drawn between family and friends, but nothing will stop Neelyn from getting answers -- and retribution.",13.606,24-07-2020,The Big Ugly,5.077,91
830721,en,"Three close friends who have never left the outskirts of Dublin (much less Ireland) get the journey of a lifetime — a visit to Lourdes, the picturesque French town and place of miracles.",19.733,14-07-2023,The Miracle Club,6.124,93
39264,ja,"Inventor Goro Ibuki creates a humanoid robot named Jet Jaguar. It is soon seized by an undersea race of people called the Seatopians. Using Jet Jaguar as a guide, the Seatopians send Megalon as vengeance for the nuclear tests that have devastated their society.",11.614,17-03-1973,Godzilla vs. Megalon,6.2,211
10562,en,"A lawyer is asked to come to the police station to clear up a few loose ends in his witness report of a foul murder. ""This will only take ten minutes"", they say, but it turns out to be one loose end after another, and the ten minutes he is away from his speech become longer and longer.",14.365,24-08-2000,Under Suspicion,6.099,460
24795,en,"Roger is a foster child whose irresponsible father promises to get his act together when Roger's favourite baseball team, the California Angels, wins the pennant. The problem is that the Angels are in last place, so Roger prays for help to turn the team around. Sure enough, his prayers are answered in the form of angel Al.",11.364,15-07-1994,Angels in the Outfield,5.952,439
925786,id,"After moving from their home to an apartment building, a new terror awaits Rini’s family.",17.685,30-07-2022,Satan's Slaves 2: Communion,7,60
820512,fr,"Three decades after the nuclear explosion, almost everything has been said about this ecological and sanitary disaster that made Pripiat a part of History. How did the greatest industrial disaster change the course of History, disrupt global geopolitics and, directly or indirectly, redistribute the balances and power relations of the twentieth century? The world will never be the same again. By retracing the incredible battle waged by the Soviet Union against radiation, this film proposes to retrace and enlighten an extraordinary story, while exploring the historical stakes in the medium and long-term…",12.747,14-04-2021,Chernobyl: The Last Battle of the USSR,8.5,4
21972,en,"Calvin and his friends, who all live in an orphanage, find old shoes with the faded letters MJ connected to a powerline. One stormy night, they go to get the shoes when Calvin and the shoes are struck by lightning. Calvin now has unbelievable basketball powers and has the chance to play for the NBA.",13.614,03-07-2002,Like Mike,6.1,518
1071866,en,Two young children and their parents help a trio of aliens transformed as friendly dogs to escape the clutches of a local UFO hunter as they repair their spaceship.,19.722,27-07-2023,Space Pups,7.8,15
536869,en,A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.,17.122,19-12-2019,Cats,4.1,978
202220,zh,"When a series of eerie murders erupts across Hong Kong, grizzled veteran Huang and his reckless younger partner Wang, are assigned to track down the killer.",16.366,18-06-2013,Badges of Fury,5.365,137
40739,en,"The lives of three young men, a German and two Americans, during WWII.",13.614,02-04-1958,The Young Lions,6.8,132
12560,en,Seven old college friends gather for a weekend reunion after the funeral of one of their own.,14.113,30-09-1983,The Big Chill,6.8,595
936074,fr,"While working part-time as a food deliveryman, Antoine, an aspiring young rapper from the suburbs of Paris, meets Mrs. Loiseau, an eminent teacher at the Paris Opéra. Stunned by the young man's raw talent, she introduces him to the world of opera. As Antoine becomes one of Mrs. Loiseau's students, he hides his new dream from his friends and family, fearing that they won’t understand – this double life burdens him... Somewhere in between the gilded and uptight Parisian upper-class, and the harsh yet free-spirited and familiar suburbs he grew up in, Antoine will have to find his own voice.",13.632,04-05-2022,Tenor,7.13,285
866038,en,"Apache Junction is an outpost of lawlessness, a haven for thieves and cold-blooded killers. After big-city reporter Annabelle Angel arrives to write an article on the town, she becomes a target when notorious gunslinger Jericho Ford comes to her aid. Now Annabelle must entrust her future to a man with a deadly past, as Jericho heads toward a tense showdown.",15.628,24-09-2021,Apache Junction,6.4,171
520901,en,"A group of UAC Marines responds to a distress call from a top-secret scientific base on Phobos, a Martian moon, only to discover it's been overrun by demons.",13.622,30-09-2019,Doom: Annihilation,4.9,417
375107,en,"After he’s grounded by an injury, a high-flying bachelor is saddled with two wide-eyed orphans as they come face-to-face with the dangers and beauty of the outside world.",11.37,09-03-2018,Duck Duck Goose,6.2,165
10862,en,"Buddy Amaral, a successful and self-absorbed Los Angeles advertising executive, switches airline tickets with a stranger just before boarding a long-delayed flight so that he might enjoy an overnight fling with a pretty Dallas businesswoman. When the plane goes down, killing all aboard, Buddy's guilt soon turns into an alcohol problem. As part of his 12-step program, Buddy seeks atonement and decides to seek out the woman he thinks he's left a widow.",12.363,15-11-2000,Bounce,5.8,387
62728,en,"Charts the headlong fall of Pinkie, a razor-wielding disadvantaged teenager with a religious death wish.",13.364,13-09-2010,Brighton Rock,5.7,106
37916,it,A spoiled rich woman and a brutish Communist deckhand become stranded alone on a desert island after venturing away from their cruise.,13.112,18-12-1974,Swept Away,7.5,306
70841,ja,"After bringing a fossilized egg back to life with the Time Cloth, Nobita finds himself the owner of a baby dinosaur. Everything is fine until it grows up. Nobita and friends use Doraemon's time machine to return it back to its own time.",14.252,04-03-2006,Doraemon: Nobita's Dinosaur,7.5,88
10862,en,"Buddy Amaral, a successful and self-absorbed Los Angeles advertising executive, switches airline tickets with a stranger just before boarding a long-delayed flight so that he might enjoy an overnight fling with a pretty Dallas businesswoman. When the plane goes down, killing all aboard, Buddy's guilt soon turns into an alcohol problem. As part of his 12-step program, Buddy seeks atonement and decides to seek out the woman he thinks he's left a widow.",12.363,15-11-2000,Bounce,5.8,387
62728,en,"Charts the headlong fall of Pinkie, a razor-wielding disadvantaged teenager with a religious death wish.",13.364,13-09-2010,Brighton Rock,5.7,106
37916,it,A spoiled rich woman and a brutish Communist deckhand become stranded alone on a desert island after venturing away from their cruise.,13.112,18-12-1974,Swept Away,7.5,306
70841,ja,"After bringing a fossilized egg back to life with the Time Cloth, Nobita finds himself the owner of a baby dinosaur. Everything is fine until it grows up. Nobita and friends use Doraemon's time machine to return it back to its own time.",14.252,04-03-2006,Doraemon: Nobita's Dinosaur,7.5,88
11815,en,"Industrialist François Delambre is called late at night by his sister-in-law, Helene Delambre, who tells him that she has just killed her husband, André. Reluctant at first, she eventually explains to the police that André invented a matter transportation apparatus and, while experimenting on himself, a fly entered the chamber during the matter transference.",15.612,16-07-1958,The Fly,7,542
1247458,es,"After Chilean writer María Carolina Geel murders her lover, the case captivates shy legal secretary Mercedes, sparking a connection between the two women.",15.892,30-09-2024,In Her Place,6.044,45
34204,en,"As Halloweentown prepares to celebrate its 1,000th anniversary, Marnie Piper and her brother Dylan return to Witch University, where trouble is in session from the Sinister Sisters and from someone who's plotting to use Marnie's powers for evil.",14.113,20-10-2006,Return to Halloweentown,6.7,601
949701,th,"Friends since childhood, two lonely outcasts longing to be loved meet again. However, they must subdue a bloodthirsty demon residing in one of them.",17.09,30-03-2023,Inhuman Kiss: The Last Breath,6.9,40
680041,ja,"Mio is a girl in high school who slacks off. She and her childhood friend Arata and best friend Madoka spend their after-school days in Ikebukuro hanging out. One day, Madoka tells Mio that she loves Arata, and Mio realizes that she loves Arata, too. But she’s scared of their relationship falling apart and lies, saying she’ll help them. Mio deliberately acts coldly to Arata, and they get into a fight. She decides to work things out with Arata, but gets into a car accident on her way to meet him. She wakes up in a mysterious world. It's the Ikebukuro she knows, but something’s different...",18.283,27-11-2020,Over the Sky,6.8,47
18987,en,"In 15th century France, a gypsy girl is framed for murder by the infatuated Chief Justice, and only the deformed bellringer of Notre Dame Cathedral can save her.",10.112,06-09-1923,The Hunchback of Notre Dame,6.5,119
4916,en,"Before a criminal lawyer knows what has happened, she is forced to defend a wife killer she knows is guilty.",13.361,04-06-1993,Guilty as Sin,5.7,135
15028,en,"Until now, Zak Gibbs' greatest challenge has been to find a way to buy a car. But when he discovers an odd wristwatch amidst his father's various inventions and slips it on -- something very strange happens. The world around him seems to come to a stop, everything and everybody frozen in time. Zak quickly learns how to manipulate the device and he and his quick-witted and beautiful new friend, Francesca, start to have some real fun.",15.861,29-03-2002,Clockstoppers,5.3,324
277432,hi,Six would-be thieves enter a prestigious dance competition as a cover for their larger goal of pulling off a major heist.,18.114,24-10-2014,Happy New Year,6,258
43636,cn,"While one tough woman with an invisible robe has stolen 18 babies for her powerful master, two other tough women and the cops try to stop her.",10.41,12-02-1993,The Heroic Trio,6.5,85
41275,en,"Sleepy New Haven California is a small town with a big problem. A sixty foot slithering horror has arrived and shattered the town's tranquillity on it's path of death and destruction... Growing violent and more savage with each attack the gigantic creature soon becomes an unstoppable feeding machine raging beyond control of it's creator, leaving only the stripped bones of it's victims in it's wake.",15.611,09-08-2000,Python,5.2,113
1913,es,"Ramón Sampedro is a ship mechanic and part-time poet left a quadriplegic following a diving accident. Ramón fought for 30 years for the legal right to end his own life. He develops close relationships with his long-term lawyer Julia and his friend Rosa, who tries to convince him that his life is worth living. Despite his situation, Ramón manages to inspire those around him to live life to the fullest.",12.611,03-09-2004,The Sea Inside,7.6,919
58427,en,Biblical strongman Samson falls prey to the voluptuous Philistine temptress Delilah.,10.75,08-12-1996,Samson and Delilah,6.513,38
11966,en,"Robot Johnny 5 moves to the city to help his friend Ben Jahrvi with his toy manufacturing enterprise, only to be manipulated by criminals who want to use him for their own nefarious purposes.",15.86,06-07-1988,Short Circuit 2,6.2,595
14430,es,"In the 1940s, a small Mexican town has seen its last three mayors assassinated in rapid succession. A naive janitor is recruited to become the new mayor, and he believes he will modernize the little town and usher in a reign of peace. But the system corrupts him very quickly, and he takes to abusing his power while associating with an unscrupulous assortment of opportunists, hypocrites and criminals.",12.861,09-11-1999,Herod's Law,7.958,177
11235,en,An American oil company sends a man to Scotland to buy up an entire village where they want to build a refinery. But things don't go as expected.,15.36,17-02-1983,Local Hero,6.708,348
11973,en,The story of the Cuban Missile Crisis in 1962—the nuclear standoff with the USSR sparked by the discovery by the Americans of missile bases established on the Soviet-allied island of Cuba.,15.11,25-12-2000,Thirteen Days,7.035,748
1250999,tr,"During the period of the collapse of the Ottoman Empire, a woman who reluctantly went to a gloomy Istanbul mansion as a bride, and the mysterious owner of the mansion, will go on a journey to the dark secrets of the past together.",19.683,26-04-2024,Cadı,6.5,8
23410,en,"At a remote Arctic research station, four ecology students discover the real horror of global warming is not the melting ice, but what's frozen within it. A prehistoric parasite is released from the carcass of a Woolly Mammoth upon the unsuspecting students who are forced to quarantine and make necessary sacrifices, or risk infecting the rest of the world.",16.111,30-08-2009,The Thaw,5.688,309
12658,en,"Jane Goodale has everything going for her. She's a producer on a popular daytime talk show, and is in a hot romance with the show's dashing executive producer Ray. But when the relationship goes terribly awry, Jane begins an extensive study of the male animal, including her womanizing roommate Eddie. Jane puts her studies and romantic misadventure to use as a pseudonymous sex columnist -- and becomes a sensation.",9.86,30-03-2001,Someone Like You...,5.974,384
553839,ja,"With its armies sweeping across the continent, the Empire seems unstoppable. After securing victory over the remnants of the Republic's army, the Empire's ultimate victory is finally within reach. However, dark clouds are gathering in the East. The communist-led Russy Federation is mustering troops on its western border, preparing to enter the war. Supported by a detachment of Allied volunteer magicians—among whom is Mary Sioux, the daughter of a soldier killed by Tanya—the Federation is determined to spread the communist creed and bring the Empire to its knees. Meanwhile, Tanya and her battalion return to the imperial capital from the southern front. Upon their arrival, they are tasked with investigating troop movements on the border with the Federation. Any escalation of violence at this point may lead to new conflicts, plunging the world into a global war. Will the Empire eventually emerge victorious from its struggle, or will it crumble in the face radically different ideologies?",19.68,08-02-2019,Saga of Tanya the Evil: The Movie,8,168
190955,en,"Two brothers, on either side of the law, face off over organized crime in Brooklyn during the 1970s.",13.862,22-08-2013,Blood Ties,6.103,472
32600,en,"Struggling stockbroker Jimmie Shannon learns that, if he gets married by 7 p.m. on his 27th birthday -- which is today -- he'll inherit $7 million from an eccentric relative.",11.61,15-03-1925,Seven Chances,7.5,273
14924,en,"January 1978. After their success in England, the punk rock band Sex Pistols venture out on their tour of the southern United States. Temperamental bassist Sid Vicious is forced by his band mates to travel without his troubled girlfriend, Nancy Spungen, who will meet him in New York. When the band breaks up and Sid begins his solo career in a hostile city, the turbulent couple definitely falls into the depths of drug addiction.",13.109,12-09-1986,Sid and Nancy,6.754,508
803923,en,"A psychiatrist, whose client commits suicide, finds his family life disrupted after introducing her surviving brother to his wife and daughter.",17.371,02-04-2021,Every Breath You Take,5.9,247
283235,en,"After his family is evicted from their home, proud and desperate construction worker Dennis Nash tries to win his home back by striking a deal with the devil and working for Rick Carver, the corrupt real estate broker who evicted him.",14.862,25-09-2015,99 Homes,6.769,750
1009263,tl,"An author, whose marriage is on the rocks, meets his literary idol, his neighbor. He soon begins to have an affair with his idol's daughter. But when their secret is discovered, more revelations are yet to explode.",15.999,19-08-2022,Lampas Langit,5.2,4
496743,sv,"A ship carrying settlers to a new home on Mars after Earth is rendered uninhabitable is knocked off-course, causing the passengers to consider their place in the universe.",15.116,17-05-2019,Aniara,6,341
40807,en,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",15.861,30-09-2011,50/50,7.17,3782
497727,ru,Contemporary Moscow. A talented gambler gathers a team of people with supernatural powers to win big at a casino. But they find a much stronger mystical rival.,14.864,01-03-2018,Beyond the Edge,5.4,168
10575,en,"Cate Blanchett stars as Philippa, a British teacher living in Turin, Italy, who has seen many friends, including her husband, fall victim to drug overdoses. Philippa has repeatedly contacted the police with information about Turin's biggest drug dealer but, complicit in his dealings, they have completely ignored her. So Philippa decides to dole out her own form of justice with a homemade bomb -- setting her off on a journey from young widow to fugitive on the run.",13.859,06-02-2002,Heaven,6.4,255
295693,en,"A story about how a new baby's arrival impacts a family, told from the point of view of a delightfully unreliable narrator, a wildly imaginative 7 year old named Tim.",13.945,23-03-2017,The Boss Baby,6.444,7099
34479,en,"The Prince of Darkness casts his undead shadow once more over the cursed village of Kleinenberg when his ashes are splashed with bat's blood and Dracula is resurrected. And two innocent victims search for a missing loved one... loved to death by Dracula's mistress. But after they discover his blood-drained corpse in Dracula's castle necropolis, the Vampire Lord's lustful vengeance begins.",12.108,08-11-1970,Scars of Dracula,6.1,166
28580,en,"Don Birnam, a long-time alcoholic, has been sober for ten days and appears to be over the worst... but his craving has just become more insidious. Evading a country weekend planned by his brother and girlfriend, he begins a four-day bender that just might be his last - one way or another.",19.608,29-11-1945,The Lost Weekend,7.6,592
542917,es,"Vitoria-Gasteiz, Basque Country, Spain, 2019. Two corpses appear in the crypt of the Old Cathedral. Police officer Unai López de Ayala, an expert in criminal profiling, must hunt down the ritual murderer who has been terrorizing the city for two decades.",15.116,25-10-2019,Twin Murders: The Silence of the White City,5.623,325
1389624,en,"Quinn and Lacey play beer pong and discuss Lacey's recent breakup with Edward. Their friends Kai and Desmond join them from playing pool inside, and the mood shifts when Desmond reveals new information.",8.942,15-01-2025,Chaotic Silence,0,0
1145851,es,"Explores the Spanish origins of the character's story, where he is a tuberculosis patient from Almeria who will do anything to get well, even consuming the blood of the kids he kidnaps in a sack.",18.894,11-08-2023,The Boogeyman: The Origin of the Myth,6.271,109
261985,it,"Once upon a time in post-war Rome: 13-year old Aurora, a gifted pianist, is the daughter of Valerio, a brilliant conductor. After Aurora's mother died, Valerio hired Irene, a single mother of two girls, to run the household. To Aurora's regret he decides to marry Irene. One day, Aurora happens to meet the boys next door, Freddy and Sebastian, the sons of a wealthy Italo-Austrian family. Freddy is an easy-going chap, though sometimes a little bit arrogant. His brother Sebastian is kind and shy, with a great ability to listen to and understand people, which makes him win Aurora's heart.",17.92,30-10-2011,Cinderella,6.9,77
38579,en,"When Phil and Debbie Winslow relocate from their native Kansas to the sunny climes of Orange County, their big-hearted, havoc-wreaking Great Dane gets a taste of the dog's life, California-style.",17.359,03-06-2010,Marmaduke,5.244,749
1389635,en,"After a near fatal car crash, Allen (Dean McBain) must find help while being pursued by a mysterious figure.",8.692,15-01-2025,The Long Road Home,0,0
1077600,ja,"After being suspended from their agency due to a rules violation, teenage hitmen Chisato and Mahiro are forced to get “real” jobs to make ends meet. But while the elite duo is forbidden from executing targets or enemies under any circumstances, two aspiring rival hitmen decide to eliminate the competition while they’re vulnerable—leading to a lightning-fast showdown between trained killers.",14.536,24-03-2023,Baby Assassins 2,6.9,30
47808,en,"After her father dies, young Dale takes his place in a trans-African auto race, but ends up being abducted by a desert sheik.",11.247,01-12-1983,Sahara,5.3,38
30197,en,"Broadway producer Max Bialystock and his accountant, Leo Bloom plan to make money by charming wealthy old biddies to invest in a production many times over the actual cost, and then put on a sure-fire flop, so nobody will ask for their money back – and what can be a more certain flop than a tasteless musical celebrating Hitler.",15.108,18-03-1968,The Producers,7.1,783
14638,en,"Two hit men walk into a diner asking for a man called ""the Swede"". When the killers find the Swede, he's expecting them and doesn't put up a fight. Since the Swede had a life insurance policy, an investigator, on a hunch, decides to look into the murder. As the Swede's past is laid bare, it comes to light that he was in love with a beautiful woman who may have lured him into pulling off a bank robbery overseen by another man.",14.358,30-08-1946,The Killers,7.3,385
797271,zh,Security expert Lu Zi Ming is hired to work at an oil and gas plant project bidding event. He is framed by several of the parties involved. In order to prove his innocence he must now devise the ultimate counter-attack.,15.32,15-02-2021,Counterattack,6.2,15
74725,en,"Nearly a year after a botched job, a hitman takes a new assignment with the promise of a big payoff for three killings. What starts off as an easy task soon unravels, sending the killer into the heart of darkness.",13.61,02-09-2011,Kill List,6.2,776
31046,en,"Jesse Stone is a former L.A. homicide detective who left behind the big city and an ex-wife to become the police chief of the quiet New England fishing town of Paradise. Stone's old habits die hard as he continues to indulge his two favorite things: Scotch whiskey and women. After a series of murders—the first ever in Paradise—and a high school girl is raped, he's forced to face his own demons in order to solve the crimes.",13.108,20-02-2005,Stone Cold,6.842,133
21661,en,Josh and Buddy move from basketball to football in this first of several sequels to the original Air Bud.,11.608,14-08-1998,Air Bud: Golden Receiver,5,162
8592,en,The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob.,13.607,05-04-1990,Dick Tracy,6.1,935
449924,cn,"Following the death of his wife, Ip Man travels to San Francisco to ease tensions between the local kung fu masters and his star student, Bruce Lee, while searching for a better future for his son.",15.746,19-12-2019,Ip Man 4: The Finale,7.3,1960
209244,en,"When Steve Dallas, a womanizing local weatherman, hears that his off-the-grid best friend Ben Baker has lost his estranged father, the two return to Ben's childhood home. Once there, they discover Ben has inherited the family fortune, and the ill-equipped duo must battle Ben's formidable sister and deal with his father's gorgeous 25-year old widow.",16.253,07-09-2013,Are You Here,5.2,271
1389619,en,"After a night out, Olivia (Gillian Garvie) calls Stephen (Benjamin Jorgensen) for a ride home and to reconnect after an accident.",9.191,15-01-2025,Parkside,0,0
17657,en,"A top-secret Soviet spy satellite -- using stolen Western technology -- malfunctions and then goes into a descent that lands it near an isolated Arctic research encampment called Ice Station Zebra, belonging to the British, which starts sending out distress signals before falling silent. The atomic submarine Tigerfish, commanded by Cmdr. James Ferraday (Rock Hudson), is dispatched to save them.",13.107,23-10-1968,Ice Station Zebra,6.2,165
13477,en,"Disillusioned with romance, Beth, an ambitious New Yorker, travels to Rome for her sister's wedding, where she plucks magic coins from a special fountain of love. The coins attract unwanted attention from an assortment of odd yet ardent suitors:  a sausage merchant, a street magician, an artist, and a male model. But when the best man from the wedding, persistent reporter Nick, throws his hat in the ring, Beth wonders if his love is the real thing.",19.656,29-01-2010,When in Rome,6,1207
342588,ja,"The story takes place in 19th century Europe, and revolves around John Watson. He is scouted by the government to become a secret agent. However, Watson lives in a world where ""Frankensteins""—human corpses that are re-purposed with a false soul in order to use them as laborers—are used to improve industrial development.",14.61,02-10-2015,The Empire of Corpses,6,102
68335,en,"Sex, politics and American culture are mixed into a combustible combination in Now & Later. Angela is an illegal Latina immigrant living in Los Angeles who stumbles across Bill, a disgraced banker on the run. She takes him in. Through passionate sex, soul-searching conversations ranging from politics to philosophy, and other worldly pleasures, Angela introduces Bill to another worldview. As their affair heats up, the course of Bill's life begins to take an abrupt and unexpected turn.",14.107,18-02-2009,Now & Later,5.2,50
79082,ja,"One Piece 3D: Straw Hat Chase is the 11th One Piece film of the series, and is set before the time-skip. This is One Piece's first movie release to be in 3D CGI. The movie is also the first One Piece film since Movie 3 to be a double-feature. This time, the film was featured with ""Toriko 3D: Gourmet Adventure"", both being billed as the ""Jump Heroes Film"". The double-feature was released on March 19, 2011.",19.649,19-03-2011,One Piece 3D: Straw Hat Chase,6.7,154
15384,zh,"The battle of Red Cliff continues and the alliance between Xu and East Wu is fracturing.  With Cao Cao's massive forces on their doorstep, will the kingdoms of Xu and East Wu survive?",12.607,07-01-2009,Red Cliff II,7.3,445
4415,en,"In 19th century France, Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.",15.856,01-05-1998,Les Misérables,7.2,625
374461,en,"A unique friendship develops when a little girl and her dying mother inherit a cook - Mr. Church. What begins as an arrangement that should only last six months, instead spans fifteen years.",13.61,16-09-2016,Mr. Church,7.4,468
318,en,A federal agent searches for a potential killer among the bizarre residents of a dilapidated Los Angeles hotel.,13.356,09-02-2000,The Million Dollar Hotel,5.9,339
